itemset_id,candidate_items
3139,"[34338 31432 25194 19204 13979  7377 12942 34643 16926  8487  4191 28955
 27447 38871 14190 19090 10434   706 27999 27596 16941 36689 40090 13707
 38939 27897 16606   231 21506  9628 12820  8007 38976  8155  6655 25264
  1363 13708 33644 11280 30788   784  7876 41045 16326  8532  1554 40969
 21011 14084 35430 31941 20422 42035  7587 14230 37284 29189 42089  8943
 24947 22409 17187 23867  6711 13144 29169  7530 14536  9574 36413 22347
 23832 37752 35072  8525  4986 38600 16039 14492 16118 40395 23507 41526
 10810 11750 10121 36370 39475  4851 17715 15910 28867 13597 37718 38118
 23260 35358 21265 19802]"
27182,"[34338 19204 13979 16926  7377 27447 27999 14190 12942 19090  9628  8487
 33644 25194 31432 27596   231 34643 42035 38871 28955   706   784  7876
 36689 25264 24947 12820 11280 16326 27897 13707 38939 21265 10434  8007
 30788 13708 25860 21506 28586 29189 22409 10810 38600 20422  7977 23507
  6711 11750 21011 22347  8155  4191  7587  6655 40090 16941 38976 16039
 36370 10121  8197 36867 39475 41045 33815 14713   291  8525 23260 36958
 28867 14084  8532 33837  8943 29169 23867  5106 35072 29197  6056 13144
  7945 40884 35430 16606 33299 24295 13629 37752 21627 15430 32842 38118
 31941 29247  2278 15974]"
10976,"[34338 31432 25194 13979 12942  7377 19204 28955  4191 27447 34643   706
 40090  8487 36689 10434 16606 16926 37284 16941 38871 42035 36413 27897
   231 13708 19090 27596 13707 38976  1363 27999 14190 40969 12820  9574
 42089   784 41045 33644 21265 22347 17187 16326  7530 35430 25264 14230
 16118  8155 31941 14492 21506 38939  6655 11280 29169  8007  7876  1554
  8943 30788 26324 33008 14985 14536 37752 29189 23867 24947  9628 13597
 38600 40395 13144 35603 26625 14084 20422 40884 32842 27761 23832  7945
 22251 37718  4851 41526  7587 22409 18481  2568 12819  8197 21114 21011
 33642 28867  4986 41299]"
27505,"[34338 31432 25194 13979 19204  7377 12942 27447 28955  4191 34643  8487
   706 16926 19090 36689 10434 38871 27999 40090 14190 27596 16941 16606
   231 27897 13707 42035 13708 38976 37284 33644 12820  1363   784  9628
 41045 25264  7876 21506 40969 38939  8155 16326 36413 11280  8007  6655
 42089 21265 14230 30788 31941 35430 22347 24947  7530  9574 29189 17187
  1554  8943 14492 23867 14084 20422 13144 29169 21011 38600 22409 16118
  7587 37752 26324 14536 33008 23832  8532 10810 35603 11750 26625 41526
  4986 39475 23507 13597 40395 35072 27761 40884  4851 36370  7945  8525
  5553 41299 15910 17715]"
6446,"[31432 34338 25194 19204 13979  4191  7377 12942 27447 28955  8487 34643
   706 16926 10434 19090 16941 16606 40090 14190 37284 36689  1363 38871
 27596 13707 36413 27897 42089 38976 38939 27999 13708 40969  8155 14230
  6655  9574 21506   231 42035  7530 12820 41045  1554 17187  8007 31941
  8943 14492 35430   784 30788 16118 11280 14536  7876 25264 35603 29189
 16326 20422 23832  8532 14084 13597 41526  4986 29169 13144 23867 33644
 22347 18481 26324 40395  8525 25186 14985 22409 21011 37752 39475  7587
   291 35072  5553  9628  4851 15910 33008 35358 26625 22251 19802 28867
 39609 31128 12819 21265]"
9014,"[31432 34338 25194 19204 13979 27447  4191 28955 12942 36413  7377 34643
 37284 40090 16606  9574   706 16941 10434 36689 42035  1363 40969 13708
 16926  8487 16118 17187 14985 42089 13707 27897 12820 14492 38976 18481
 35430  7530 27596   784 32842 22347 21265  1554 25186 14230 14536 30085
 26324   231 38871 40395 35603  8943  6655 31941 41045 23968 13597  4886
 18589 20422 28867 38939 12819  8525 39609 29189 40884 19090  4986 12648
  2568  7945 22118  8155 22392 19547 19353 26625 21114 37209 24115  4851
  7876 33642 41526 34759 23832  2592 41739 21000   291 39475 16326 29169
 37752 22251 33008 37718]"
23766,"[34338 19204 25194 13979 31432 16926  7377 27447 34643 14190  8487 12942
 27999 27596  9628 19090 12820 10434 36689   784 33644 38871   231 28955
 42035 38939   706  4191  7876  8007 25264 24947 20422 16941 27897 40090
 13707 16326  6655 25860 29189 21265  6711 35430 21506  8525 11280 28867
 23507 30788 22347 28586 13708 16606 36958  8943  8155  8532 32842   291
 38976 36413 36867 22409  7587 16039  9574 23260 33837 14084 39475 33815
 38600  1363  7977 21011 16118 14713 11750 35072 14536 10810 29169  7945
 10121 37284 13144  5106 37752 23867 31941  8197 40395 37718 40884  1554
  4851 26324 41739 40522]"
10614,"[34338 25194 19204  7377 13979 31432 16926 27999  9628 12942  8487 34643
 14190 27447 19090   706 38871   231 33644 36689 27596 28955 10434 25264
   784 24947 12820 27897 16326 42035  7876  8007 40090 13707 11280 21265
 13708 38976 38939 21506  4191 38600 23507 25860 16941 30788  8155 21011
 29189  7587 11750 22409 22347  6655  6711 10810 20422 16039 28586 35430
 14084 36958 41045  7977 29197 23867 36370 23260  8197  8532 13144  5106
 28867  8943 37752 10121 31941 33815 36867 29169 14713 33837 16606 27761
 33299 15430  7945 13629 15974 29247 35072 13297  6327 39835 39475 38118
 40884  6056 33008  3579]"
7490,"[25194 16926 19204 34338 13979 27447 34643 12820  7377 31432 10434 27596
   784 36413 36689 38939 20422 14190  9574  8487 35430  8525 16941 28867
  6711 25860  9628 28586  8007 42035  6655 23507 32842 33644 40090 29189
  4191 16118 36958 38871   231 24947 22347 40395 19090  8595 33815  6651
 41739 21265 36867 40522 25264  8943  7876 33837 16606 23260 19802   291
  1363 25186  8532 18481 23968 16039 14536 19547 21506  7977  4626 13707
 39475 27999 27897 16326 37718  4886  7945  4986 41844  1554 30085  7587
 12648 26324 30003  4851 15774 14587  5106 10051 17807 39799 25076  8155
 18589 14084 35072 30788]"
7076,"[31432 25194 34338 19204 13979 27447  4191 36413 28955 34643  7377 12942
 16926 37284  9574 16941 10434 16606 40090 42035  1363 36689  8487 12820
 27596   706 16118   784 35430 38939 32842 25186 18481 13707 14190 20422
 40969  8525 13708 17187 22347 14536 28867  6655 19090 14985 27897  1554
 42089  8943 14492 29189  4886   231 40395 30085 26324 38871 21265   291
 38976  8007  7530 35603  7876  6651 39475 12819 23968 41739 14230  4986
 31941 12648  8155 39609 19547 19802 19353  4851 33644  7945 18589 22392
 13597 22118 40884 21506 23832 21000 37209 30003 29169 41526 37718 41045
 25860  2592  4626 30788]"
20059,"[31432 34338 19204 25194 13979 27447  7377 12942 16926 28955 34643  4191
  8487 14190 42035 19090   706 27596 36689 27999 10434   231   784 36413
 12820 33644 37284 16941 40090 38871  7876 13707 16606  9628 38939 13708
 27897  9574 21265 11280 25264  8007  1363 16326 20422 29189 22347  8525
 32842 28867 35430 40969  6655   291 38976 24947  8943 21506  8155 16118
 30788 14536 41045 25860 39475  7945 26324 31941  8532 14230 23507  6711
 25186  1554 36867 14084 40884 35603 38600 23867 28586 17187 42089 18481
 29169 36958 35072 12819  4851 22409  8197 14492 37752 13144 40395  4986
 14713 26625  7587 23832]"
2628,"[31432 34338 25194 19204 13979 27447 12942  7377 28955 42035   706 27999
  4191 36689  8487 34643 16926   231 33644 37284 19090 13708 40090 38871
   784 27897 14190 27596 21265 13707 36413  7876 16606  9628 16326 16941
 10434 38976 11280 22347 41045 40969 12820 25264 24947  1363  8197 14230
 40884 42089 32842 29189  7945  9574 30788  7530 38600 26324 26625 16118
  8007  8155 31941 12819 14492 35430 28867 10810 35603 39475  8943 17187
 37752 21506 30116 22409 13144 23867 33008 14536 38939   291 11750 29169
  6655  6056 24295 20422 25860 36867 18589 14084 14985 41526 27761 28620
 36370 23832 41739 41299]"
17827,"[31432 34338 25194 19204 13979 12942 27447 28955  7377  4191   706 37284
 42035 36413 16606 40090 13708  8487 19090 34643 36689 13707 27897  1363
 40969 41045   231 27999 16941 14230  7530 14190 42089 38976  7876 38871
 33644 14985 27596 11280 14492 35603 21265 10434  9574   784 17187 16326
 16118 26324 22347 14536 12819   291 30116 40884 31941 30788 39475 25186
 26625 41526  8155 32842 13144 29169 18481 16926  8943 33008  5553  1554
  8197 23867  7945 13597 37752 23832  2592 21506 29189 41299 22409  6056
 39609   494 19353 35072 32102 28620  2568 25264 12820  1738 28069 35430
 24115 10810 30085  4851]"
24144,"[31432 42035 27447 12942 28955 19204 13979 37284   706 21265 13708 33644
   231  8197  7377 27999  7876 41045 36413 32102   494 40884 18589 36689
   784 27897 16326 40969 30116 24295 21059 41739 22347  6056 14985 12819
  7945 40090 26625 11280 28069 16746 32842 36867  7530 33008 21030 26324
 16606 38600 10810 35603 13707 14230 31605 33730 14492 41034 34338  8398
 15765     0 38976 16787 33642  2568 42089 41299 33299 38471 24947 37770
 30028 28620 24332  1738 15430 24115 27761  2592  5553  4179 23968 39022
 37752 14824  4725  4410  7977 21114 36370 35099 39475  5106 12996 13629
 11750 34759 40935  8450]"
23917,"[31432 25194 34338 19204 13979 27447  4191 36413 28955 34643 37284  7377
 16926 12942  9574 16606 16941 10434  1363 40090 42035  8487 36689 12820
 16118 27596   706 25186 18481 38939 32842 17187  8525 14536 40969 35430
   784 14985   291 13707  1554 20422  6655  8943 14190 14492 42089  4886
 13708 30085 28867 19090 26324 22347 29189  7530 35603 40395 14230 27897
  6651 23968 39609 12819 39475  4986 38871 38976 12648 19353 19802 41739
 31941 22392  8155 13597 21000 22118 19547  7876  8007 21265  4851 23832
 37209   231 41526 18589 34759 40884  2592 30003 21506  7945 24115  8532
 33313  4626 30788 37946]"
25722,"[31432 34338 25194 19204 13979 27447 12942  7377 28955 42035   706 36689
 27999   231 33644 13708 21265 40090 37284 34643  4191  8487   784 27897
 19090 16926 38871  7876 16606 13707 36413 14190 16326  9628 27596 38976
 22347 41045 12820 11280 24947 10434 40969  8197 25264 16941 40884  7945
 38600 32842  1363 42089 26625  9574 25860 29189 10810 12819 26324 33008
 14230 18589 35430 37752 31941 16118  6056 36867 24295 23867 30788  7530
 11750 14492 28867 27761 30116 29169  5106  8943 22409 39475 23507  8155
 15765 13144 41739 33642 35603 41299 17187  8007 20422 33299   494 36370
 14985  2568 15430 21114]"
2756,"[34338 31432 25194 19204 13979 16926 27447 34643  7377  4191 10434  8487
 14190 27596 38939 16941 12820  6655 19090 28955 36689 12942 38871 40090
 36413 16606  9574  8007   784   706 20422  1363 35430 21506 13707  8525
  6711  8155 27999 27897 29189  9628  8943  1554 25264  8532 16118   231
 38976 40395 28867 14536 30788 42035 37284 33644  7876 19802 23507 17187
 14084 25860  7587 31941 22347 32842 25186  4986 24947 13708 40969 11280
   291 18481 16039 21011 23260 16326 39475 28586 23832 42089 35072  4851
 33837 40522 29169 37718 36958 23867 26324 22409 41526 14230 37752 33815
 13144 14492 21265 10121]"
20769,"[31432 34338 25194 13979 19204 27447  7377 16926 34643 12942  4191 36413
 28955 10434 36689 40090 16941  8487   706 42035 12820  9574 16606 37284
 27596   784  1363 35430   231 38871 27897 38939 13708 16118 13707 14190
 22347 21265 20422 32842  6655 33644 38976 40969 19090 28867  8007 29189
  8943 17187  8525  7876 40395 18481 14536 42089  1554 25186 25264 26324
 16326 27999 25860 24947 30085 14492 31941  8155 23968 23507  9628  7945
 18589 21506  4986 11280  4851 40884 29169 41739 19547 14985 39475 37718
 30788 12819  6711 21114   291 12648  7530  4886 41045 37752 35603 19802
 13597 26625 23867  8532]"
24467,"[31432 34338 25194 19204 13979 27447  7377 12942 28955  4191 16926 34643
  8487   706 14190 19090 42035 36689 27596 10434 40090 16941 27999 16606
 38871 36413 37284   231 13707 13708 27897 33644 12820   784  1363  7876
 38939 38976  9574 11280 40969  8007  9628  8155 21265 25264  6655 21506
 16326 22347 29189 41045 35430 16118 20422 42089 14230 30788  8943 31941
  8525 14536 39475 14492  7530 32842 17187 28867 26324   291  1554 24947
 14084 29169 37752  8532 35603 12819 23867 13144 22409 40884 18481 25860
 25186  7945  4851 23832 40395  4986 41526 21011 38600  7587 35072 23507
 26625 10810  6711  8197]"
25011,"[31432 34338 25194 19204 13979 27447  7377 12942 16926 42035 28955 36689
 34643   706   784 33644 36413   231 12820 21265 40090  8487 27596 37284
 13708 27999  4191  7876 10434 14190 38871 27897 22347  9574 19090  9628
 32842 16606 16326 16941 24947 35430 13707 25860 16118 28867 25264 20422
 41739 38976 36867  7945 11280  8197 29189 40884 40969  1363 18589 23507
 26324 38939  8525 38600  8007  8943 28586 39475 23968 24295 36958 12819
 41045  6655  5106  7977 30788 14536 37752 27761   291 26625 11750 31941
 40395 21114 19547 29169  4851  6056 17187 42089 14492 14713 23867 18481
 32102 30085 37718 21506]"
239,"[31432 34338 25194 19204  4191 13979 27447 28955 12942 36413 37284  7377
 34643 16606 40090 16941   706  1363  9574 10434  8487 40969 42089 17187
  7530 36689 14985 14230 14492 13707 13708  1554 42035 16118 18481 25186
 27897 38976 35603 14536 19090 27596  6655 41045 13597 38939 35430 31941
  8155 39609  8943 26324 16926 38871 30085 40395 41526 12820  4986 23832
  4886 21506 24115 32842 14190 22347 19353   291  8525 12819 20422  2592
 22118 29189 34759 21000 22392 37209  2568 12648  4851   784  5553 26625
 19802 37946 39475 23968 22251 37770 28867 29169  8007 21418 30788 13144
 31128 33313 19547 30003]"
3646,"[34338 31432 25194 13979 19204  7377 12942 16926  4191 27447 34643  8487
 28955 14190 19090 10434   706 27596 27999 38871 16941 36689 38939 40090
 13707 16606 27897 21506  1363 12820  8007  8155  9628   231  6655 38976
 33644 25264  7876 37284 30788 42035 11280 13708   784 14230  1554  8532
 41045 16326 20422  8943 40969 29189 35430 36413 31941 14084 21011 42089
 22409  7587  8525 14536  9574 17187  7530  6711 13144 29169   291 16118
 24947 23867 23832 35072 41526 39475 14492  4986 10121 35603 22347 37752
 40395 10810 16039 28867  4851 38600 26324 15910 36370 14713 19802 11750
 38118 23260 23507 25186]"
8510,"[31432 34338 25194 19204 13979 27447 16926  4191 34643 36413 14190 38939
 10434  8487  9574 16941 27596  8525 12820  7377   291 25186  1363 19090
 28955 37284 20422  7876 16606  6655 18481 28867 16118  6651 14536  1554
 35430  8007 29189   784  8943  6711 32842 42035  4886 39475 19802  8532
 13707 36689 40395 40090 21506 17187  4986  8155  4626 40522 38871 30085
 12942 21000 35072  8595  4851 41739 28586 36958 26324 35603 23832 30003
 37713 39609 19547 10051 30788 12648 22347 14492 22392 22118 23968 41526
 23260 19353  4725 12819 33837 40969 37209 10121 25860 14084 14230 33313
 33815 25076 11280 27897]"
5769,"[31432 34338 25194 19204 13979 12942 27447  7377 28955  4191 34643   706
  8487 16926 40090 36689 16606 36413 10434 37284 19090 16941 42035 14190
 27596 13708 38871 13707 27897   231  1363 27999 40969 38976  9574 12820
   784 42089 33644 41045 14230 38939  7530  8155  7876  6655 17187 21506
 16118 35430 22347 11280  8007 14492 21265 16326 31941  1554  8943 25264
 30788 29189 26324 20422 14536 18481 35603 29169  9628 14084 14985 32842
 23832 13597  4986 25186 37752 41526 40395 28867 13144 23867  8525 39475
 26625 12819  7945 40884 33008  4851 22409   291 38600  8532 24947  5553
 28620 21011 33642 37718]"
6043,"[31432 25194 34338 13979 19204 27447  7377 36413 34643 12942 28955 16926
  4191 36689 40090 42035  9574 10434   706 16606 37284 12820   784 16941
 21265 35430 22347  1363 16118 27596 13708   231  8487 32842 27897 38871
 40969 38976 20422 13707 28867 17187 33644 18589 40395 18481 23968  6655
 26324 29189  8943 25860 30085 42089 41739 38939 16326 14985  8525 14492
  7945 23507 14536 21114  7876 24947 19547 25186 40884  8007  4886 12819
 12648  1554 31941 25264 33642 37718  4851  8197  4986 36867 26625 22392
 13597 27761 22118  2568 37752 37209 29169 15774 39475  6651  8155 36958
  7530 33008 35603 30003]"
17586,"[31432 34338 25194 12942 19204 13979 27447 28955  7377   706 42035 27999
  4191 37284 13708 36689   231  8487 19090 33644 40090 27897 41045 38871
 13707 21265 16606 38976 34643  7876 16326 40969   784 11280 14190 27596
 14230  9628 42089  7530 16941 25264  8197 22347 36413  1363 24947 38600
 10810 26625 14492 40884 31941 10434 33008 35603 30788 30116  7945 26324
 13144 37752 23867 14985  6056  8155 12819 16926 36370 22409 41299 29169
 11750 17187   494 27761 21506 24295  5553 12820 28620  1738 29189 28069
 41526 18589 32842  2568 33642 15430 31605 17715 39475 14084  8943 16118
 14536 32102 23832  5106]"
17457,"[31432 34338 25194 19204 13979 27447  4191 28955 34643 12942  7377 16926
 36413  8487 37284 14190 19090 10434 16941 16606  1363 27596 38939  9574
 40090   706 42035 36689 13707 25186   291 12820 14536 38871  6655 16118
  1554 27897 17187 40969  8525 14230   784 18481 13708 20422 42089 35603
 14492  7876 35430  8943  8155  8007  7530 39475 29189 14985 27999 21506
 32842 30788 28867  8532 26324 38976 41526 23832 11280   231  4886 39609
  4986 40395 41045 35072 31941 22347 19802 30085  6651 33644 19353  4851
 29169 12819 14084 16326 13597 13144 21000  2592  6711 22392 21265 31128
 30116 40884  5553 12648]"
13026,"[34338 31432 25194 19204 13979 27447  7377 16926 12942 34643  8487 14190
 19090 28955  4191 27999 27596 10434 38871   706 38939 42035 36689  9628
 16941 13707 12820   231  7876   784 33644 40090  8007 27897 16606 21506
 11280  6655 25264  1363 37284 30788  8155 13708 20422 29189   291 16326
  8525 36413  8532 38976  8943 24947  6711 14536 35430 22409 39475 14084
 28867 21011  1554 14230 35072 40969  7587 41045 22347  9574 21265 16118
 10121 29169 31941 25186 23832 16039 10810 23867 42089 14713 23507 25860
 32842 13144 23260 28586 38600 35603  4986 17187 26324 41526 11750 37752
  4851  7530 36958 33837]"
11736,"[25194 34338 19204 31432 13979 16926 27447 34643  7377 12820 36689 36413
 10434   784 42035  9574 40090 27596 35430 21265 20422 33644 25860   231
 22347 32842 16941 28867 24947  8487 23507 12942  9628 38939 16118 28586
  8525 38871 16606 29189  4191  8007   706 36958 36867 25264  6711 41739
 14190 40395  6655 27897 23968  7876 16326 28955  8595 33815 18589  8943
  7945  6651 13708 19547  1363 21114 13707 37284 40522 26324 33837  7977
 37718 30085  5106 18481  4886 38976 12648 14536 40884 23260 15774 19090
 27999 25186  8197 19802 24295 27761 38600 24332 39475  4851 38471 41844
 16039  4626 17807  4986]"
2096,"[16926 34338 14190 19204 13979 34643 38939  8487 19090 27596 10434 12820
  6711  9628  8007 25194  7377  6655  8525 20422 27999  8532 21506 38871
 27447 16941 23260   291 28586 16039  4191 33815   784 29189 10121 40522
 30788 33837 25264  8155  7587 28867 21011 36958 19802 25860 38118 35430
  8943 23507  7876 35072 14084  1554 39475  6651 33644 11280  8595 24947
 25186 22409 14713 31815 13707 39835 14536  3579 36689 25076 19675 28189
 40395  4986  7977 41844 10051  1363 37817 29247 29333 28924  4626 38972
  5524   231 17807 21983 21627  6327 16118 21651 14587 23832  1392 24254
  4851  9574 29169 15974]"
3105,"[19204 25194 13979 27447 16926 42035  7377   784 21265 36689 36413 12820
 33644   231 36867 31432 32842 22347 25860 40090 41739 24947 34643  9574
 12942 35430  9628 28867   706 18589  8197 23507 28586 13708 27596 36958
 16326 20422  7945 10434 34338  7876 16118 23968 24295  7977 40884 37284
 25264 21114 38471 29189 27897  5106 24332 38600  6651 19547  8595 33815
 28955 26324 38871 32102  8525 40395 27761 12819 16606 12996 27999 33730
  2278 12648 21059 15774 30085 13297 33809 33642 37718 39799 30028  4179
  4886 33837 33299 11750  6711 38976  7557 35099  8007  8943 26625 40522
     0 40754 16941  4725]"
21091,"[31432 34338 25194 13979 19204 27447 12942 28955  7377 42035   706 36413
 37284 36689 40090 13708 21265   231  4191 16606 33644   784 22347 34643
 27897  9574 40969 38976 13707 32842  8197 18589 41045 27999  7876 16941
 16326  1363 38871 10434 42089 16118 14985 40884 12820 24295  7945 26324
  8487 16926 14492 35430  7530 27596 26625 24947 12819 41739 33008 17187
 23968 33642 21114 14230 38600 32102 28867 31941 27761  2568 11280 30085
 25264 36867 25860 37752 33730 29189 18481 35603 21059 30116 23867     0
  6056 29169  5106  8943   494 19547 14536 13597 39475 37718 41299 41034
 20422 28620 12648 23507]"
24894,"[31432 34338 25194 13979 19204  7377 27447 12942 28955 34643   706  4191
 36689 40090 16926 42035 27897 10434 36413 16606  8487   231 37284 13708
 38871 16941   784 21265 12820 38976 33644 27596  9574 13707 27999 22347
 40969  1363 35430 19090 16326 25264  7876 24947 16118 42089 41045  9628
 14190 17187 31941 32842 20422  8007 29189  6655 14492 11280  8943  7945
  8155 25860 26324 40395  8197 23507 18589 38600 37752  7530 21506 38939
 23867 40884 28867 33008 21114 27761 29169 26625 33642 14230 30788  1554
 13597 14536 23968 12819 13144 37718 14084 14985  2568 22251  4986  4851
  5106 11750 18481 30085]"
24010,"[31432 34338 25194 13979 19204 12942 27447  7377 28955   706 42035  4191
 36689 40090 34643 37284 13708   231 16606  8487 27999 21265 27897 36413
 38871 33644   784 38976 10434 13707 16926 16941 19090 40969 27596 16326
 41045 22347  7876 12820  1363 42089  9574 11280 14190 25264 24947  9628
  7530  8197 14230 31941 14492 35430 16118 40884  7945 38600 32842 17187
 26324 33008 26625 18589  8155 37752 23867  8943 14985 27761 29189 12819
 29169 33642 30788 35603  6655 10810 21506 13144 14536 21114  8007 30116
  2568 25860  6364  6056 20422 24295 11750 13597 41299 28620 23507  5106
 14084 41526 28867 23968]"
14909,"[25194 31432 34338 19204 13979 27447 16926 36413 34643  7377 12820 10434
  9574 36689   784 42035 40090  4191 27596 35430 16941 20422 32842 16118
 28867 21265 16606 22347 38939  8525 25860 37284 12942 28955  8487 41739
 33644   231 29189  6655 23507 40395  1363  6651 28586   706  8007 23968
 36958 18481 36867  8943 24947  6711 38871  4886  8595 25186 18589 14536
 14190 30085 19547 27897  7876 26324 12648  7945 13708 17187 21114 40522
  9628 13707 19802 33815  4626 25264 37718  1554 16326 39475 15774  4986
 40884 40969   291  4851 22392 22118 33837 30003 12819 39799 38976 38471
  5106 21000 37209 24332]"
7482,"[25194 31432 34338 19204 13979 16926 34643 27447 36413  4191 10434  7377
  9574 12820 16941 36689 40090 16606 38939 27596 35430   784  1363  8487
 16118 28955 20422 37284  8525 42035 32842  6655 28867 25186 18481 40395
 23968  8007 12942 14190 29189 14536  8943  1554  6651  4886 22347 17187
 38871 30085 41739  6711 19802   291 26324 13707   706 25860  8595 12648
  4986 19547 23507 27897 40969 21265 22392 22118 19090 36958 40522  4626
 21000 28586  4851   231 39475  8532 30003 21506 37718 18589 37209 14492
  7876 14985  8155 36867 42089 21114 15774 38976  7945 31941 37713 13708
 19353 39609 23832 12819]"
18548,"[34338 31432 25194 19204 13979  7377 27447 12942 28955   706 34643 16926
 36689 42035 40090  4191   231  8487 33644   784 13708 27999 21265 10434
 38871 36413 12820 27596 37284 16606 27897 19090 14190 16941 13707  9628
 38976  7876 22347 16326 24947 25264  9574 35430 40969 11280  1363 41045
 32842 16118 25860 20422  8197 28867  7945 38600 29189  8007 23507 38939
 40884 42089 31941 37752 26324  8943 21506  6655 18589 30788 23867 36867
 26625 12819  8155 17187 29169 27761 14492  5106 33008 41739 14084 11750
  8525 21114 24295 39475 33642 40395 23968 14536 10810 13144  4851  7530
 22409 37718 28586  6056]"
25461,"[31432 34338 25194 19204 12942 13979 28955  4191 27447  7377   706 37284
  8487 34643 16606 19090 40090 16941  1363 36413 13707 14230 13708 40969
  7530 10434 27897 41045 42089 14190 38871 42035 36689 38976 27999 14492
 17187 27596 14985  8155 35603  9574  1554   231 31941 21506 11280 14536
  7876 30788 13597 41526 38939  8943 23832 16118  6655 13144 26324 18481
  5553 16326 25186 30116 29169 16926 23867 26625 39609 37752 33008   291
  8007  4986 14084 33644 15910 12819 22409 39475 35358 22347 28620 29189
 35430  2592 31128  1738 41299 21418  4851 25264  2568   784  8532 24115
 22251 17715 35006 35072]"
5835,"[31432 34338 25194 19204 13979  4191 27447 28955 12942 19090  8487 14190
  7377 34643 37284 16941  1363 16606   706 14230 13707 27596 38939 10434
  7530 36413   291 27999 41045 35603 40969  8155 42089  1554 38871 21506
 16926 27897 30788 40090 14492 25186  6655 14536 11280 13708 17187  7876
 41526 42035 14985 38976  8532 23832  8943 39475 18481 31941  9574  8007
  5553 35072  8525 36689 22409 31128 39609 13144 30116 14084 16118  4986
 13597 35358 29189 15910 26324 29169  2592 10121 21011 23867  4851   231
 19802 28620 12819 19353 21418 36370 14713  1738 17715 26625 37752 35006
 33313 39831  8114 24115]"
11867,"[34338 31432 25194  4191 13979 19204 28955 12942  7377 34643  8487 27447
 19090 14190   706 16606 10434 16941 16926  1363 37284 40090 27596 38871
 13707 36413 36689 38939 27897 14230  7530 38976 42089 27999  8155 41045
 40969 13708 21506 17187  1554  9574  6655   231 14492 30788  8007 42035
 31941 29169 12820 11280 14536 16118 35603  8943   291  4851 41526 25186
 23832 35430 13597  8532 14084  7876 14985 18481 35072 25264 13144 20422
 16326 29189  4986 22409  8525 26324 23867 21011 39475   784 40395 37752
 22347  7587 15910 39609  5553 31128 33644 35358 19802 17715 33008 22251
 10121 28620 26625 28867]"
16758,"[34338 25194 19204 31432 13979 16926 27447  7377 34643 14190  8487 27596
 19090 12820  4191 28955 12942 10434   784 38939 42035 36413 36689 27999
 16941 33644  9628 38871  7876   231 20422  8007  8525   291  9574 40090
 37284 29189   706  6655 28867  1363 16606 13707 27897 35430  6711 16118
 11280 32842  8943 25264 21265 28586 39475 25860  8532 24947 30788 21506
 14536 22347 16326 25186 36958  6651  8155 23507 13708 33815 35072 36867
 23260 33837  1554 26324 41739 40395 18481  7945 14084 22409 14713  7587
  7977  4851 29169 19802 16039  4986 40522 38976 10121 17187 40884 40969
  8595 21011 12819 23832]"
24169,"[31432 25194 34338 13979 19204 27447  7377 12942 34643 36413 36689 28955
 40090   706 42035 16926  4191 10434  9574 21265 12820 16606   784 37284
   231 13708 22347 16941 35430 27897 33644 38976 38871 32842 16118  8487
 27596 18589 40969  1363 13707 24947 16326 28867 25860 20422 23968 40395
 21114  7945 41739 17187 42089  8197 26324 23507 25264 40884 30085  7876
 29189 33642 27761 15774 14492  8943 31941 19547 12819 36867 14985  6655
 18481 38600 37752 37718 33008 26625 41045 12648  5106  2568 33730  8007
 14536 24295  9628 13597  8525 23867  4851 22251 29169 32102 27999  4886
 37209  7530  4986  1554]"
26616,"[34338 31432 25194 19204 13979  7377 27447 12942 16926 33644 36689 42035
 34643 28955   706   231   784 40090 12820 21265 10434 27999  8487 36413
 38871  9628 13708 27596 27897 24947 22347 16326  7876 25264 25860 16606
  4191 13707 19090 35430 38976 37284 16941  9574 14190 23507 32842  8197
 28867 20422 11280  7945 16118 36867 38600 29189  8007 40884 18589 28586
 40969 41739  5106 36958 27761 26324 24295 11750  6655 21114 37752  8943
 40395 41045  1363 12819  7977 38939 23867 26625 23968 29169 31941 33642
 37718  8525 30788  6711 14084 10810 21506 33008 13297 42089 39475  7587
 33815 33299 29197 19547]"
4816,"[31432 34338 25194 19204 27447 13979 28955 12942 37284 36413 42035  4191
  7377   706 16606 40090 13708  1363 36689  9574 40969 16941 14985 34643
  7530 13707 21265 14230 16118 42089 14492 41045 25186 27897   784 17187
 19090   231  7876 35603  8487 32842   291 26324 27596 18481 22347 12819
 14536 33644 40884  4725 10434 30116 30085 18589 38976 11280 32102 41739
 39475  4886 26625  2592  7945 24115 16326 14190 39609 28867 19353 12820
  8943  8197 23968 27999 38871  2568 34759 31941  1554  5553 29189 13597
 37770  4851  8525 41526 23832 33008 33313 35430 28069 12648 23676  6651
   494     0 16746 29169]"
